Transaction_ID,Customer_Name,Account_Number,Transaction_Date,Transaction_Amount,Currency,Transaction_Type,Branch_Code,Balance_After_Transaction,Notes
978410,Shawn Hanson,91576091,2024-03-19,15776.28,INR,Trnsfr,BR654,82287.07,
825216,Mike Olson,18642227,March 5th,,XYZ,Credit,,58088.03,Check bounced
697160,Robert Salinas,45383,"June 17, 2021",1496.06,INR,Debit,BR902,75707.18,Light street front head Republican peace direction national.
371845,Abigail Terry,58403177,08/06/2022,-2825.05,USD,Crdit,BR514,40825.73,Manual correction
367379,Amber Santana,11494073,2023-08-04,7603.68,EUR,Crdit,BR818,71330.18,
152447,Alexandria Trevino,69524401,12/06/2023,-933.44,INR,Transfer,BR843,24163.43,
239983,Mark Smith,63076754,04-15-23,,USD,Debit,BR660,69027.31,Hear interview risk.
650732,Christopher Young,50854088,2021-09-02,1809.71,INR,Transfer,BR454,6847.65,Culture during determine good film customer national.
634638,Hannah Ruiz,17447572,08-19-21,112.12,XYZ,Credit,BR324,87611.35,Check bounced
,Dylan Franco,88710155,06-29-21,12764.65,USD,Credit,BR388,47828.77,N/A
878194,Rachael Harris,59010234,March 5th,-1062.39,INR,Debit,BR231,88885.86,Manual correction
844166,Michael Jackson,51666688,March 5th,11386.3,,Trnsfr,,95579.38,
114061,DANIELLE SHARP,12271043,March 5th,18552.29,GBP,Debit,BR759,79473.21,National image speech town we.
667292,Christopher Rodriguez,29439280,"July 10, 2024",7530.46,INR,Transfer,,81632.2,Test entry
118545,ANGELA WALKER,63196822,March 5th,1588.56,,Trnsfr,BR281,8279.09,N/A
477266,Alicia Edwards,14622818,"May 14, 2022",9994.39,EUR,Transfer,BR833,19002.04,Sing local can.
742435,J@ckie G@rci@,40998547,13/01/2026,8662.42,INR,Debit,BR523,40674.11,Test entry
651850,Mark Martin,5419,March 5th,17766.36,,Transfer,,26003.71,Manual correction
817577,Mikayla Brown,90861190,2021-11-02,1681.03,EUR,Trnsfr,BR809,35560.11,Manual correction
872281,Micheal Mendoza,20552004,March 5th,2622.81,GBP,Debit,BR967,22602.51,
155688,Ashley Lopez,83034662,2023-05-01,8164.29,,Debi,BR024,96957.33,Purpose who young opportunity.
807193,Dr. Eric West,66608127,March 5th,11294.76,,Transfer,BR326,97395.76,Test entry
950044,Ryan Williams,17075752,27/05/2023,14829.48,INR,Debi,BR207,50007.15,Call marriage dark woman strategy door.
620584,Kim Wade,75863596,"September 03, 2021",15277.62,,Crdit,BR555,11710.97,Check bounced
370592,timothy robinson,895908,05-04-24,18179.06,,Crdit,,56546.14,
862188,Sara Brewer,89410313,"March 02, 2024",10560.85,XYZ,Debi,BR322,31974.39,Style American send society voice officer century.
924137,AMANDA MORRIS,89296946,March 5th,219.37,USD,Transfer,BR179,63706.72,Manual correction
456115,Diamond Stephenson,75539796,2022-06-06,$-990.32,EUR,Debi,BR292,94503.57,Check bounced
823568,Robert Frank,48047079,March 5th,7646.55,XYZ,Debi,BR617,65522.21,
803013,Felicia Pugh,46825594,06-07-24,7489.82,,Trnsfr,BR934,62374.82,Check bounced
307100,Amber Williamson,30438286,07-16-21,19313.84,,Debit,BR905,93710.5,
948960,Michael Long,87459325,2021-10-10,-1980.55,INR,Trnsfr,BR202,97597.94,Weight probably feel five indeed newspaper.
902470,Joseph Miles,79953427,"March 27, 2024",650.73,,Credit,BR918,73566.48,Check bounced
314683,Kelly Smith,62866472,March 5th,10108.93,INR,Debit,BR613,80441.87,Test entry
661635,JUSTIN HALL,28764210,10/11/2022,3205.2,USD,Credit,BR079,31608.28,Manual correction
623562,Amy Spencer,60099016,"October 16, 2021",19523.12,GBP,Debit,BR329,52770.94,
,DILLON MOORE,67294674,March 5th,4703.51,,Debit,BR388,48050.39,Test entry
,Carolyn Oneal,40930993,2025-04-20,$-1289.69,INR,Trnsfr,,18951.56,
945154,mark steele,81567785,08-30-22,7092.87,XYZ,Trnsfr,BR109,61388.51,Check bounced
817996,Meredith Rios,30379216,March 5th,5111.19,INR,Crdit,,98274.78,
600927,James Myers,1385,"May 20, 2025",-4605.66,XYZ,Debi,BR294,91923.4,Check bounced
754683,Diana Turner,92305316,"April 11, 2023",17447.41,INR,Trnsfr,BR118,27207.04,Check bounced
,Dakota Johnson,34851173,2021-12-04,13123.71,GBP,Crdit,BR256,30265.62,Cut nearly business rock.
260200,Daniel Richardson,40675950,"May 21, 2025",1033.46,USD,Crdit,BR614,93332.26,Itself else spend everything particularly office.
291308,Kimberly Hooper,81344556,March 5th,15825.23,GBP,Credit,BR611,86229.23,Way me change business thus.
108406,Eric Stevens,17253921,March 5th,16226.59,INR,Trnsfr,BR138,72494.18,Account high body ready should.
329542,Heather Hughes,93483955,"April 20, 2023",12531.45,INR,Trnsfr,BR355,10061.06,Test entry
239293,ROBERT BATES,88261,"January 22, 2022",9883.16,XYZ,Crdit,BR944,70925.12,Check bounced
486538,John English,65259559,2021-06-25,16118.52,INR,Crdit,,88973.69,Check bounced
839539,Kim Lopez,67658881,11-02-25,17058.67,XYZ,Crdit,BR377,18783.24,Check bounced
886733,Robert Smith,42266624,2023-07-21,13994.48,INR,Credit,BR442,16156.53,Manual correction
116867,Daniel Bruce,83638215,06-01-24,,,Transfer,BR420,51648.45,Manual correction
192000,Kelly Bryant,23387166,07-11-24,18911.49,GBP,Crdit,BR885,92568.62,N/A
733454,Thomas Ayers,55875423,18/08/2024,7758.91,XYZ,Debi,BR074,7820.57,
227479,Joshua Goodwin,89590276,"October 18, 2024",$12539.28,XYZ,Credit,BR441,39703.31,
995223,Samuel Wells,53236711,15/09/2025,-340.32,XYZ,Debi,BR046,31907.1,Test entry
887691,CYNTHIA TUCKER,44433491,08-18-23,-3370.26,INR,Debi,BR697,67046.70999999999,Test entry
397502,Nicole Castillo,259365,March 5th,18072.44,,Debi,,98254.49,Check bounced
610117,Samantha Neal,95584830,28/10/2023,14811.37,INR,Debit,BR323,59171.06,Test entry
522818,Tonya Gonzalez,49541984,07/01/2025,2981.68,XYZ,Crdit,BR590,95943.09,Test entry
932455,ELIZABETH HENDERSON,92437562,"February 10, 2026",3451.43,XYZ,Debit,BR840,95607.83,
522271,Robert Riv@s,70325495,21/11/2023,1317.29,XYZ,Crdit,BR875,53990.14,Manual correction
582436,Cristian Moreno,88225022,22/08/2022,-807.59,INR,Debit,BR418,11598.18,White parent body seat.
302932,Nancy Jimenez,98591976,2023-07-23,14557.77,INR,Trnsfr,BR604,49447.59,Manual correction
926978,Lindsey Wilson,83680438,2023-09-15,$4746.16,,Transfer,BR303,48360.39,Check bounced
665376,Ryan Terry,32091264,"October 05, 2024",-4829.15,EUR,Trnsfr,BR003,6349.88,
137851,Brianna Tran,22368094,06-23-24,-4346.82,GBP,Crdit,BR574,97971.34,Test entry
428449,Joshua Chavez,16007235,March 5th,-2722.65,GBP,Trnsfr,,4663.48,Every item worker reality let consider environment.
285282,Lisa Osborn DVM,26265498,12-01-23,1910.64,EUR,Credit,BR722,82388.57,Push because sound reveal fight foot.
574381,Brian Baldwin,10724026,March 5th,4543.79,EUR,Trnsfr,BR163,86768.18,N/A
344615,Candace Good,86856515,March 5th,-3161.52,USD,Credit,BR359,7590.55,
828601,Timothy Galloway,75046716,01-20-25,3448.35,USD,Credit,BR211,43943.67,Manual correction
989907,Mario Sanchez,29480163,"October 13, 2023",3852.38,EUR,Crdit,BR185,81383.99,N/A
187673,SANDRA SOLOMON,73291584,06-20-23,11209.01,EUR,Debi,BR010,54256.41,Test entry
441266,Thomas Ruiz,24999268,04-28-23,$5352.56,USD,Debi,BR592,56902.98,Check bounced
644032,CYNTHIA MILLER,25126473,"July 26, 2021",-1005.64,INR,Crdit,BR004,19526.9,Test entry
722004,Kimberly Miller,82897885,2021-04-20,8343.3,EUR,Trnsfr,BR873,65315.16,Check bounced
281424,James Manning,93853092,04-17-24,15924.74,USD,Debit,BR544,50659.68,Opportunity indicate sport generation author serve property.
558720,Alexandra Williams,77643850,"October 04, 2024",15143.27,XYZ,Transfer,BR845,79568.7,Check bounced
,Angela Rice,82709754,March 5th,10485.7,XYZ,Credit,,74061.41,N/A
771967,Christina Wilkins,92230036,"February 20, 2023",14410.88,GBP,Crdit,,3849.68,Manual correction
966727,Debor@h King,41423522,"April 01, 2025",-4211.61,GBP,Credit,BR143,85095.71,
513739,Brenda Graham,61790397,"November 24, 2024",8560.61,XYZ,Trnsfr,BR340,71616.13,Check bounced
865151,Patricia Taylor,44117028,March 5th,10553.76,,Debit,BR556,50889.09,
296490,Michelle Gomez,94833134,2023-08-02,15536.84,XYZ,Debi,BR075,23825.65,Above go would try east whether article.
449789,Brian Marquez,77838904,"September 10, 2023",13955.89,,Debit,BR989,20402.4,Manual correction
459144,Teresa Harris,26273665,2022-06-26,7008.17,GBP,Crdit,BR839,67258.7,
699365,Ronald Rodriguez,225,05-22-21,8073.36,GBP,Transfer,BR824,19463.49,
317509,Scott Stokes,67173889,11-21-23,3423.96,INR,Debit,,4604.55,Check bounced
307575,Edward Hahn,82639221,2026-02-06,11130.8,,Debit,BR572,95101.1,Late walk third girl.
761977,Lisa Jacobson,58727651,01-07-23,-4407.77,EUR,Crdit,BR742,19077.1,Check bounced
588999,Mindy Johnson,6541,06/07/2022,468.79,EUR,Debi,BR742,67267.55,
654154,SAMUEL MOORE DDS,17912376,March 5th,9962.42,INR,Debit,BR466,21510.65,Manual correction
674813,Ronald Torres,72180824,09-20-25,-2761.84,EUR,Crdit,BR279,79488.92,Test entry
338313,Jason Smith,76546354,"November 21, 2023",16381.89,USD,Trnsfr,BR755,43544.29,Level discuss economy.
401950,BRIAN RODRIGUEZ,62376428,"June 17, 2022",18006.55,INR,Transfer,BR840,70800.56,N/A
339693,David Jones,10725697,2023-11-12,-2938.78,GBP,Trnsfr,BR132,30272.51,Manual correction
378216,Kyle Scott,51719411,07-26-24,10394.66,,Trnsfr,BR559,72523.99,Check bounced
477583,Mr. D@vid T@ylor,64093922,"February 10, 2024",6615.82,USD,Debi,BR903,84353.23,Test entry
234141,Anthony Warren,38286256,March 5th,7352.93,EUR,Transfer,BR026,16995.49,Check bounced
512942,Christopher Brown,44501305,March 5th,10233.88,INR,Debit,BR867,41177.14,Test entry
,alexis cain,73063143,06-11-21,-3551.78,GBP,Trnsfr,BR906,6305.68,N/A
,Stacey Tate,13377612,"October 27, 2023",,EUR,Transfer,BR201,33673.73,
161364,Angela Armstrong,98885126,2022-10-23,19015.35,USD,Debit,,72329.58,Manual correction
987031,James Greene,27635354,06-04-22,9186.29,EUR,Credit,BR112,98088.52,Check bounced
266593,Gary Osborne,84267596,02/07/2023,3438.37,INR,Trnsfr,BR231,17007.63,N/A
891846,Diana Tanner,47635847,March 5th,16854.43,INR,Transfer,BR020,84755.25,Quickly market huge trade either institution cause dream.
401515,Richard Jensen,25666452,"April 21, 2025",2691.03,INR,Trnsfr,BR779,13947.64,Manual correction
990921,Laura Taylor,46418265,07/05/2022,754.91,INR,Debit,BR935,11247.49,N/A
377667,Jamie Greene,16439011,March 5th,1390.5,XYZ,Crdit,BR530,40407.65,Check bounced
929602,Ms. Andrea Hall PhD,80032980,2023-11-09,4012.63,EUR,Credit,BR971,62050.7,Test entry
235610,RICHARD SMITH,80476573,2024-07-20,$14774.11,GBP,Trnsfr,BR773,67767.29000000001,Test entry
515464,Heather Joseph,83231493,March 5th,17773.0,USD,Debi,BR932,51103.1,
951665,Todd Lee,72568369,2022-02-02,13149.94,,Debit,,11016.84,Detail blood party production shoulder.
475641,Rachael Dennis,8315,12-11-21,9644.39,EUR,Crdit,BR741,51039.39,Test entry
901397,Jennifer Johnson,8952,06-05-23,8426.19,XYZ,Crdit,BR968,65485.71,Chair of white audience place church open.
786215,Miss Leslie Hughes,89678636,2021-10-03,,EUR,Debi,BR749,36238.99,She establish range so whom.
577055,Douglas Hawkins,91651572,March 5th,2724.2,USD,Debit,,21753.21,
193010,ROBERT JOHNSON,12477636,"October 14, 2021",9191.01,GBP,Trnsfr,BR524,33654.12,Check bounced
763340,Christopher Henderson,95498322,16/04/2021,11721.43,GBP,Transfer,BR047,15810.21,
438515,Norm@n Elliott,49638951,"October 13, 2025",,,Credit,BR573,9565.73,Hotel lead simple.
674376,Judith Kaiser,15844952,12/06/2022,$-2079.95,INR,Transfer,BR403,96447.56,N/A
433913,James Clark,70361670,10-11-24,-788.95,,Crdit,BR992,68251.23,Agency wait perhaps pretty assume article.
361727,Steven Chambers,85425982,2024-07-25,14013.74,GBP,Credit,BR836,18565.6,N/A
336089,MR. JOSEPH LEE DDS,48854011,"March 06, 2023",$-3607.61,,Credit,BR956,65144.78999999999,N/A
956200,Christopher Rodriguez,73347,17/04/2022,-2668.48,GBP,Crdit,BR483,26612.76,Check bounced
397766,JOSE ATKINS,55592198,"January 18, 2025",-224.86,INR,Transfer,BR679,49125.89,Quickly pull yeah magazine street day.
775462,James Davies,76211612,06-28-21,-2774.32,USD,Credit,BR907,84933.71,
707434,James Johnson,56246944,March 5th,14750.6,USD,Trnsfr,BR693,21522.01,Test entry
626365,Robert Wagner,66118836,26/10/2024,-4545.43,INR,Transfer,BR972,55814.45,Manual correction
353843,Brian Fernandez,42655,01-01-24,10748.6,XYZ,Crdit,BR029,103395.14,Test entry
564774,H@yley Oconnell,68701144,01-10-23,13143.76,GBP,Credit,BR496,46102.67,N/A
720327,Chelsey Griffin,96927817,"February 13, 2026",15802.62,INR,Crdit,BR659,89811.27,Test entry
644425,Robert Hernandez,12643254,2025-05-26,1357.36,USD,Debi,BR462,53639.98,
,Rachel Cortez,93071272,11-12-21,1429.08,GBP,Crdit,,76694.98,
336860,christopher walton,47836111,March 5th,19174.49,GBP,Debi,BR136,40527.25,
842874,Victoria Fernandez,30808839,01-11-25,14701.37,INR,Credit,BR948,44601.93,Test entry
523020,Erin Holt,19456458,08/10/2025,-1205.11,,Crdit,BR903,68905.76,Manual correction
735822,Daniel Steele,13783880,05-08-23,18184.21,INR,Credit,BR099,77141.52,
,Brandon Boyd,72393451,02-29-24,2546.71,INR,Debit,BR700,11109.36,
233579,Roy Larson,3037,03-21-22,$6223.23,USD,Debit,BR492,92589.35,
890021,Samuel Gray,93185405,2023-12-14,16199.59,USD,Transfer,BR361,25177.54,Situation will member budget.
277866,Carolyn Marshall,77678652,"September 29, 2025",18876.86,XYZ,Debi,BR453,26876.03,Again site finally wear treat.
969075,Lauren Smith,95042930,01/05/2024,8299.35,,Trnsfr,,62970.85,Hit site capital thousand experience among still.
502853,Julie W@ng,44308331,12-06-21,9652.07,EUR,Debi,BR269,1505.43,Manual correction
945612,Alexander Morales,47583782,01-25-26,-4498.96,USD,Debit,BR543,77969.7,N/A
137987,Katherine Mendoza,16473725,03-30-24,10729.18,USD,Debi,BR764,13621.79,Test entry
998075,Laura Reynolds,98416556,24/02/2023,14300.55,GBP,Trnsfr,BR890,2489.69,Test entry
923035,Melinda Brewer,53599069,09/03/2024,9236.45,GBP,Transfer,BR560,9368.06,Test entry
479265,DAWN PARKER,17847580,2026-01-11,2188.77,XYZ,Debit,,9880.63,Expert whatever chance begin.
926439,Alisha Walsh,25173532,18/07/2024,1043.73,USD,Crdit,BR318,66469.6,Check bounced
888590,Robert Brown,63041696,10-10-24,-4468.87,XYZ,Debi,BR699,52091.51,Four great town back day star relationship.
768665,Gerald Mendez,94398960,"May 20, 2025",,USD,Debit,BR791,75732.32,
587017,Jeffrey Evans,86436475,2024-12-16,11411.77,XYZ,Credit,BR916,58604.93,
899246,Jason Banks,61516364,08/08/2021,-3747.81,INR,Debi,BR725,1657.42,
156377,Laura Davis,42039486,2022-02-11,-2897.28,XYZ,Trnsfr,BR623,63705.91,Check bounced
350283,Mark Waters,22425957,"December 10, 2022",4365.04,USD,Credit,,20731.63,Test entry
755872,Christopher Thomas,61283355,10-01-21,17950.39,XYZ,Transfer,BR509,72133.15,Test entry
191849,Stephanie Barker,98023994,05-01-22,3663.51,XYZ,Debit,BR796,74445.96,N/A
549881,Austin Brown,97877723,March 5th,$8511.23,USD,Crdit,BR430,16532.83,Natural concern kind across operation.
433395,Michael Anderson,98055105,"July 09, 2025",11837.49,USD,Debi,BR639,90402.58,Test entry
459647,John Adams,95312665,12-20-23,$9757.31,EUR,Debit,BR101,87876.53,Ahead better customer party.
591601,Daniel Arnold,19221743,"April 12, 2023",1699.46,XYZ,Debit,,74164.05,N/A
309776,Kathleen Cook,56838167,"August 13, 2025",13350.18,INR,Debit,BR395,92773.05,Manual correction
663293,Daniel Mckee,55761249,"November 18, 2022",6477.17,EUR,Credit,BR600,92764.77,Test entry
435709,Diana Snyder,868464,March 5th,3693.83,XYZ,Crdit,BR468,66976.28,Catch try material certain law rock college region.
770667,Jessica Walker,55742921,04-27-24,6275.44,XYZ,Crdit,BR359,85807.97,Check bounced
153898,Eric Patel,33848410,10-12-21,7776.8,EUR,Credit,BR156,5972.52,Check bounced
705278,JAMES WILLIAMS,25798132,2021-12-20,1456.58,INR,Credit,BR559,54960.81,Test entry
276081,Stephen Gonzalez,63793452,"December 23, 2021",18420.79,INR,Debi,BR270,29139.7,Test entry
738897,Rhond@ Singleton,45420658,March 5th,,INR,Crdit,BR689,24048.62,N/A
929812,Justin Meyer,82098549,March 5th,1346.74,GBP,Transfer,BR616,34907.9,
767002,JOSEPH WATSON,54002173,2022-09-15,13327.19,GBP,Debit,BR689,79960.79,Test entry
410968,PATRICIA CALDWELL,51877626,12-07-21,11617.35,,Debit,BR406,70395.43,Manual correction
506652,Cody George,24277328,10-11-25,10157.9,,Credit,BR382,84087.34,Check bounced
619877,Angela Santiago,24249141,02/04/2021,1464.17,USD,Trnsfr,BR111,19392.78,Turn his center change floor.
935343,Benjamin Day,81537935,March 5th,12024.47,,Trnsfr,BR816,67780.07,Treat many suddenly once.
715938,Joshua Lopez,92183820,March 5th,6918.5,INR,Transfer,BR128,77447.38,Test entry
264456,Carolyn Morgan,96622944,02-23-25,15249.3,GBP,Debi,BR346,64883.62,Manual correction
475644,Ashley Roy PhD,476,March 5th,799.94,EUR,Transfer,BR895,43968.49,Manual correction
346087,Brian Perkins,88236172,"January 08, 2023",16258.89,,Credit,,92574.95,N/A
264349,Jacqueline Allen,65160316,15/07/2023,,XYZ,Debi,BR140,35808.65,Manual correction
913225,John Kennedy,2760,09-28-22,5974.06,USD,Debi,BR938,23041.97,N/A
475501,WANDA TRUJILLO,77817693,"October 21, 2023",3752.17,USD,Transfer,BR246,64566.93,Test entry
417818,Mrs. Erin Myers,17017202,"January 04, 2023",11684.15,XYZ,Credit,BR048,93025.5,N/A
163599,Larry Bauer,84358065,"May 29, 2023",2891.65,XYZ,Debi,BR628,10133.33,Station bar none back note.
555048,Jennifer Smith,34921860,"November 23, 2023",2563.81,EUR,Trnsfr,BR112,73058.13,
512828,Michael Jones,24807180,27/04/2024,-2525.49,EUR,Credit,BR412,40532.69,Apply police machine student world body.
627173,Thom@s Smith,75863193,10-29-23,12731.78,EUR,Trnsfr,BR755,33787.69,
165859,Jeremy Smith,42164311,"April 30, 2024",-2036.28,EUR,Transfer,BR270,56696.86,N/A
879020,RANDY CHUNG,61872262,06-17-25,13359.6,,Trnsfr,BR283,46204.18,Position sing reach reduce.
583318,Rebecca Davis,96123633,18/11/2024,9074.84,USD,Credit,,9333.95,Manual correction
664777,Richard Mitchell,76010947,10-08-23,17513.32,EUR,Transfer,BR501,17581.54,N/A
144603,MARY ALEXANDER,79720113,2021-12-07,10107.82,USD,Transfer,BR424,30947.72,N/A
303155,CHRISTOPHER MCCOY,93232102,02/09/2022,17075.56,INR,Debi,BR466,19182.48,Check bounced
995797,Andrew Lee,21981230,2021-04-17,7329.71,USD,Debi,BR045,15627.92,Check bounced
399500,Nichol@s Cl@rk,62895127,09/12/2025,18174.21,XYZ,Debit,BR242,58775.11,N/A
592090,Katherine Mckinney,30884892,"September 25, 2024",-1557.38,GBP,Trnsfr,BR829,25135.75,Test entry
651419,Andrew Holder,62195424,03-27-23,16240.05,USD,Trnsfr,BR649,1614.89,N/A
340735,Cristina Hamilton,42882136,16/03/2025,19106.64,USD,Debit,BR332,30910.26,N/A
385156,MARY YOUNG,56908251,March 5th,11845.98,,Debi,BR190,22733.06,
228435,James Brooks,37232368,"April 14, 2022",19879.22,INR,Crdit,BR848,39009.6,Knowledge produce enter kitchen pattern prove people.
956762,daniel nelson,25167664,March 5th,16802.45,XYZ,Debit,BR497,41716.69,
596477,Amber Hoover,83152425,05-11-23,$7659.52,INR,Trnsfr,BR963,9384.42,Manual correction
444369,Tim Morton,9813,2025-11-28,-3957.14,GBP,Credit,BR502,48966.85,Manual correction
145381,Deborah Johnson,71174739,"June 13, 2021",8667.35,EUR,Transfer,BR522,37555.06,Test entry
321068,Jason Williams,27233805,"December 27, 2024",15559.85,USD,Transfer,BR074,44418.26,Bad movie respond.
148186,SUZANNE ROSARIO,94022442,05-09-22,15872.16,USD,Credit,BR297,27048.58,N/A
658907,REGINA SMALL,34692530,15/03/2022,17597.95,USD,Debit,BR600,6266.81,Check bounced
220822,Danielle Berry,11354953,2025-01-26,$84.38,,Crdit,BR759,53.64,Guess somebody brother.
639274,Jennifer Medina,26102926,31/03/2021,13090.85,EUR,Debi,BR463,51375.91,Manual correction
913975,Mark Poole,587,2025-03-24,-889.79,,Debit,BR345,53192.68,
591501,Marcus Anderson,92152955,March 5th,10217.57,XYZ,Credit,BR410,20704.27,Manual correction
325586,Megan Moore,48429033,27/06/2023,-2253.71,,Debi,BR083,53721.87,Manual correction
606324,Nicholas Wheeler,37797317,March 5th,-3205.7,,Debit,BR263,37383.66,Check bounced
181003,MICHELLE MORALES,78279022,16/12/2023,-500.79,GBP,Crdit,BR690,54296.66,N/A
425297,Deborah Hudson,91260456,"August 31, 2021",10026.53,GBP,Credit,,87246.8,Test entry
970248,Jared Callahan Jr.,18261037,2022-07-09,8009.41,USD,Debit,BR648,562.49,
467817,Roy Thompson,68621237,03/11/2022,5590.12,XYZ,Debi,BR308,3991.46,Check bounced
142511,Joyce Warner,32962988,09-25-24,-438.74,USD,Transfer,BR758,92996.18,Manual correction
961369,Daniel Jones,46660261,2023-02-07,3158.74,USD,Debi,BR408,57829.44,Check bounced
316515,Jennifer Andrews,61927497,2023-01-21,9617.21,,Debit,BR752,81947.42,Test entry
531911,Wendy Williams,16269769,11-29-22,10746.42,USD,Credit,BR593,73918.8,N/A
452981,Erica Perkins,10427462,2025-05-11,-4042.95,GBP,Debit,BR279,78478.58,Check bounced
311413,Jennifer Johnson,47014980,"December 31, 2022",18230.37,GBP,Crdit,,67955.64,Test entry
409754,Jamie Mcgee,94486,22/06/2024,882.11,EUR,Transfer,BR667,34621.34,Land effort modern available reveal camera.
371421,Johnny Collins,87766392,2023-12-11,16209.62,USD,Credit,,83324.89,
904921,Anthony Santos,47312642,"September 09, 2025",-2939.42,GBP,Debi,BR979,11372.4,N/A
348437,Tracey Moore,76116072,14/10/2022,10871.26,INR,Transfer,BR398,74112.72,N/A
263073,Craig Harrison,38584079,2023-02-03,1174.77,INR,Debi,BR520,5841.75,
910403,Dennis Collins,14261841,2023-10-02,3383.16,USD,Trnsfr,BR700,2265.03,
538621,MADELINE HAMILTON,43712027,March 5th,19607.3,INR,Credit,BR971,260.76,Check bounced
412569,Robert Morgan,40847198,"June 26, 2023",1666.51,EUR,Debit,BR862,75405.61,Check bounced
664132,James Phillips,21594744,08-11-22,14304.49,XYZ,Crdit,BR402,42129.63,N/A
637511,Charles Melton,47051799,2024-05-02,439.98,EUR,Trnsfr,BR950,59478.31,Check bounced
,Jacob Glenn,53163017,"October 13, 2021",17190.76,INR,Debi,BR501,69986.79,Manual correction
609303,Jennifer Howell,86876377,March 5th,13742.05,,Debit,BR247,38297.66,Check bounced
201710,John Butler,57155200,"November 30, 2022",-1189.34,GBP,Debit,BR315,71748.91,Manual correction
280108,William Patterson,41027222,"July 04, 2023",2275.98,GBP,Crdit,BR028,76190.33,Your individual term them.
269595,Robert Lopez,10897420,05-14-24,18548.31,EUR,Debi,BR898,92339.07,
376331,mark haley,38485574,2021-08-02,15716.23,INR,Trnsfr,BR466,99149.22,N/A
896646,Alexander James,86692890,"October 21, 2022",11951.65,,Transfer,BR265,18464.24,N/A
324589,Alan Dawson,86561341,2022-04-03,11645.8,EUR,Debi,BR929,33418.96,
743129,julia jenkins,30948,08-30-22,-4693.83,INR,Transfer,BR733,68007.4,Compare tax treat site.
923748,Kelly Mccoy,32260620,"July 04, 2025",19797.99,INR,Debit,BR906,27423.16,Test entry
401756,Robert Willis,87661339,2022-03-16,-1519.52,GBP,Crdit,BR482,44384.35,Check bounced
781198,Bianca Willis,20245979,2025-10-27,,GBP,Debit,BR584,85832.22,N/A
317287,mr. patrick mccoy,32892608,21/01/2025,17154.5,EUR,Credit,BR640,5884.08,N/A
813316,CATHERINE SIMPSON,77406369,2023-03-19,5350.49,INR,Credit,BR014,98671.08,Manual correction
502098,Brenda Graves,45879623,28/04/2024,1902.73,XYZ,Debit,BR685,20517.05,Travel government challenge red several sell easy.
298227,Javier Garner,54002506,2024-03-29,15323.22,EUR,Credit,BR484,4450.51,N/A
629957,Steve Quinn,75514609,"November 18, 2023",-4851.78,,Transfer,BR004,85695.66,
364975,Christopher Powell,36283886,04-23-23,-4832.23,XYZ,Credit,,72549.23,Check bounced
151651,William Marsh,14958218,March 5th,12072.33,EUR,Debit,BR200,32919.54,Test entry
154892,Kathleen Dunn,58616823,2022-06-05,,,Crdit,BR171,24315.19,Manual correction
198822,Jeffrey Vargas,36310181,2024-10-24,18162.29,INR,Credit,BR432,71679.55,
217077,Anna Hudson,62338219,17/01/2026,18204.03,INR,Credit,BR450,82561.07,Front technology between hot capital me.
538110,NICOLE THOMAS,85727240,"January 30, 2023",-4995.28,XYZ,Trnsfr,BR142,35477.43,Check bounced
260470,He@ther Kelley,34457756,2021-06-21,7951.41,INR,Transfer,BR375,41051.03,N/A
655045,Jennifer Long,57654816,13/07/2022,3450.79,,Trnsfr,BR226,59857.36,Check bounced
859027,Joshu@ Moore,90179797,"November 20, 2025",19010.18,GBP,Transfer,BR995,33582.29,Check bounced
596137,Brandy Wood,38475441,March 5th,8060.43,XYZ,Crdit,BR191,75824.5,Manual correction
712566,Angela Carroll,60055195,"July 06, 2021",2656.02,USD,Credit,BR847,29762.84,Soon wall hour understand agency.
828553,Janet Whitaker,34704425,2025-08-31,,,Debit,BR997,73329.15,Manual correction
554242,Joyce Martin,36626268,04-21-25,7848.48,GBP,Debit,BR708,15762.21,N/A
387492,Paul Young,5960,01-25-24,9456.29,XYZ,Debi,BR504,66103.03,Manual correction
422878,Melissa Diaz,77301544,16/08/2022,18533.25,GBP,Debit,,89863.31,Check bounced
142257,Debra Martinez,30622646,"September 07, 2021",9236.2,,Crdit,,62521.95,Manual correction
180044,Timothy Bailey,95932444,2023-10-16,17049.86,GBP,Debit,BR099,7324.62,Test entry
405731,Tiffany Crawford,75783704,"March 05, 2022",7487.22,XYZ,Trnsfr,BR419,2120.3999999999996,Manual correction
783198,Bonnie Johnson,16013220,09-17-22,1089.26,GBP,Crdit,BR662,32263.56,
649858,Jennifer Davis,72894325,09/09/2024,1705.58,INR,Crdit,,69129.9,Check bounced
337217,Sergio Johnson,43214025,11-08-22,17829.8,EUR,Debi,BR175,25833.54,Catch relationship least.
819814,nicolas zhang,43402416,"September 19, 2023",8411.34,XYZ,Debi,BR555,77384.4,N/A
415496,Timothy Fisher,95483884,2021-11-09,,XYZ,Credit,BR531,58106.46,Manual correction
708847,Pamela Dixon,78582274,12-05-21,16596.21,,Debi,BR231,68589.88,Check bounced
608267,Diane Cain,36290794,28/11/2023,11281.53,USD,Transfer,BR805,66537.41,
414359,daniel gonzalez,18438043,11/02/2023,2116.87,XYZ,Crdit,BR910,86587.09,Test entry
