"transaction_id","customer_name","account_number","transaction_date_raw","transaction_amount","currency","transaction_type","branch_code","balance_after_transaction","notes","data_issue_flag","transaction_date_clean","balance_issue_flag"
"333155","Rachel Kennedy","27990492","28/11/2023","6683.95","USD","Credit","BR374","96936.49",NULL,NULL,"2023-11-28",NULL
"644839","Mark Warren","33323607","October 31, 2025","9272.53","USD","Debit","BR426","99034.38",NULL,NULL,"2025-10-31",NULL
"789724","Jennifer Wilson","32179106","May 11, 2021","15870.25","GBP","Transfer","BR256","12438.64",NULL,NULL,"2021-05-11",NULL
"667292","Christopher Rodriguez","29439280","July 10, 2024","7530.46","INR","Transfer",NULL,"81632.20",NULL,NULL,"2024-07-10",NULL
"742435","Jckie Grci","40998547","13/01/2026","8662.42","INR","Debit","BR523","40674.11",NULL,NULL,"2026-01-13",NULL
"416344","Haley Matthews","35623579","March 31, 2025",NULL,"INVALID","Transfer","BR115","8422.56",NULL," Missing Critical Field","2025-03-31",NULL
"486538","John English","65259559","2021-06-25","16118.52","INR","Credit",NULL,"88973.69","Check bounced",NULL,"2021-06-25",NULL
"932455","Elizabeth Henderson","92437562","February 10, 2026","3451.43","INVALID","Debit","BR840","95607.83",NULL,NULL,"2026-02-10",NULL
"522271","Robert Rivs","70325495","21/11/2023","1317.29","INVALID","Credit","BR875","53990.14","Manual correction",NULL,"2023-11-21",NULL
"582436","Cristian Moreno","88225022","22/08/2022","807.59","INR","Debit","BR418","11598.18","White parent body seat.",NULL,"2022-08-22",NULL
"302932","Nancy Jimenez","98591976","2023-07-23","14557.77","INR","Transfer","BR604","49447.59","Manual correction",NULL,"2023-07-23",NULL
"926978","Lindsey Wilson","83680438","2023-09-15","4746.16","INVALID","Transfer","BR303","48360.39","Check bounced",NULL,"2023-09-15",NULL
"665376","Ryan Terry","32091264","October 05, 2024","4829.15","EUR","Transfer","BR003","6349.88",NULL,NULL,"2024-10-05",NULL
"722004","Kimberly Miller","82897885","2021-04-20","8343.30","EUR","Transfer","BR873","65315.16","Check bounced",NULL,"2021-04-20",NULL
"558720","Alexandra Williams","77643850","October 04, 2024","15143.27","INVALID","Transfer","BR845","79568.70","Check bounced",NULL,"2024-10-04",NULL
"771967","Christina Wilkins","92230036","February 20, 2023","14410.88","GBP","Credit",NULL,"3849.68","Manual correction",NULL,"2023-02-20",NULL
"966727","Deborh King","41423522","April 01, 2025","4211.61","GBP","Credit","BR143","85095.71",NULL,NULL,"2025-04-01",NULL
"513739","Brenda Graham","61790397","November 24, 2024","8560.61","INVALID","Transfer","BR340","71616.13","Check bounced",NULL,"2024-11-24",NULL
"307575","Edward Hahn","82639221","2026-02-06","11130.80","INVALID","Debit","BR572","95101.10","Late walk third girl.",NULL,"2026-02-06",NULL
"338313","Jason Smith","76546354","November 21, 2023","16381.89","USD","Transfer","BR755","43544.29","Level discuss economy.",NULL,"2023-11-21",NULL
"339693","David Jones","10725697","2023-11-12","2938.78","GBP","Transfer","BR132","30272.51","Manual correction",NULL,"2023-11-12",NULL
"161364","Angela Armstrong","98885126","2022-10-23","19015.35","USD","Debit",NULL,"72329.58","Manual correction",NULL,"2022-10-23",NULL
"329542","Heather Hughes","93483955","April 20, 2023","12531.45","INR","Transfer","BR355","10061.06",NULL,NULL,"2023-04-20",NULL
"995223","Samuel Wells","53236711","15/09/2025","340.32","INVALID","Debit","BR046","31907.10",NULL,NULL,"2025-09-15",NULL
"610117","Samantha Neal","95584830","28/10/2023","14811.37","INR","Debit","BR323","59171.06",NULL,NULL,"2023-10-28",NULL
"522818","Tonya Gonzalez","49541984","07/01/2025","2981.68","INVALID","Credit","BR590","95943.09",NULL,NULL,"2025-01-07",NULL
"989907","Mario Sanchez","29480163","October 13, 2023","3852.38","EUR","Credit","BR185","81383.99",NULL,NULL,"2023-10-13",NULL
"644032","Cynthia Miller","25126473","July 26, 2021","1005.64","INR","Credit","BR004","19526.90",NULL,NULL,"2021-07-26",NULL
"401950","Brian Rodriguez","62376428","June 17, 2022","18006.55","INR","Transfer","BR840","70800.56",NULL,NULL,"2022-06-17",NULL
"477583","Mr. Dvid Tylor","64093922","February 10, 2024","6615.82","USD","Debit","BR903","84353.23",NULL,NULL,"2024-02-10",NULL
"890021","Samuel Gray","93185405","2023-12-14","16199.59","USD","Transfer","BR361","25177.54","Situation will member budget.",NULL,"2023-12-14",NULL
"277866","Carolyn Marshall","77678652","September 29, 2025","18876.86","INVALID","Debit","BR453","26876.03","Again site finally wear treat.",NULL,"2025-09-29",NULL
"969075","Lauren Smith","95042930","01/05/2024","8299.35","INVALID","Transfer",NULL,"62970.85","Hit site capital thousand experience among still.",NULL,"2024-05-01",NULL
"786215","Miss Leslie Hughes","89678636","2021-10-03",NULL,"EUR","Debit","BR749","36238.99","She establish range so whom."," Missing Critical Field","2021-10-03",NULL
"438515","Normn Elliott","49638951","October 13, 2025",NULL,"INVALID","Credit","BR573","9565.73","Hotel lead simple."," Missing Critical Field","2025-10-13",NULL
"899246","Jason Banks","61516364","08/08/2021","3747.81","INR","Debit","BR725","1657.42",NULL,NULL,"2021-08-08",NULL
"156377","Laura Davis","42039486","2022-02-11","2897.28","INVALID","Transfer","BR623","63705.91","Check bounced",NULL,"2022-02-11",NULL
"309776","Kathleen Cook","56838167","August 13, 2025","13350.18","INR","Debit","BR395","92773.05","Manual correction",NULL,"2025-08-13",NULL
"619877","Angela Santiago","24249141","02/04/2021","1464.17","USD","Transfer","BR111","19392.78","Turn his center change floor.",NULL,"2021-04-02",NULL
"998075","Laura Reynolds","98416556","24/02/2023","14300.55","GBP","Transfer","BR890","2489.69",NULL,NULL,"2023-02-24",NULL
"923035","Melinda Brewer","53599069","09/03/2024","9236.45","GBP","Transfer","BR560","9368.06",NULL,NULL,"2024-03-09",NULL
"350283","Mark Waters","22425957","December 10, 2022","4365.04","USD","Credit",NULL,"20731.63",NULL,NULL,"2022-12-10",NULL
"433395","Michael Anderson","98055105","July 09, 2025","11837.49","USD","Debit","BR639","90402.58",NULL,NULL,"2025-07-09",NULL
"591601","Daniel Arnold","19221743","April 12, 2023","1699.46","INVALID","Debit",NULL,"74164.05",NULL,NULL,"2023-04-12",NULL
"663293","Daniel Mckee","55761249","November 18, 2022","6477.17","EUR","Credit","BR600","92764.77",NULL,NULL,"2022-11-18",NULL
"705278","James Williams","25798132","2021-12-20","1456.58","INR","Credit","BR559","54960.81",NULL,NULL,"2021-12-20",NULL
"276081","Stephen Gonzalez","63793452","December 23, 2021","18420.79","INR","Debit","BR270","29139.70",NULL,NULL,"2021-12-23",NULL
"767002","Joseph Watson","54002173","2022-09-15","13327.19","GBP","Debit","BR689","79960.79",NULL,NULL,"2022-09-15",NULL
"346087","Brian Perkins","88236172","January 08, 2023","16258.89","INVALID","Credit",NULL,"92574.95",NULL,NULL,"2023-01-08",NULL
"475501","Wanda Trujillo","77817693","October 21, 2023","3752.17","USD","Transfer","BR246","64566.93",NULL,NULL,"2023-10-21",NULL
"417818","Mrs. Erin Myers","17017202","January 04, 2023","11684.15","INVALID","Credit","BR048","93025.50",NULL,NULL,"2023-01-04",NULL
"316515","Jennifer Andrews","61927497","2023-01-21","9617.21","INVALID","Debit","BR752","81947.42",NULL,NULL,"2023-01-21",NULL
"328368","Kelsey Hodge","12418132","05/05/2024","4395.17","INR","Debit","BR402","76170.67",NULL,NULL,"2024-05-05",NULL
"768665","Gerald Mendez","94398960","May 20, 2025",NULL,"USD","Debit","BR791","75732.32",NULL," Missing Critical Field","2025-05-20",NULL
"961369","Daniel Jones","46660261","2023-02-07","3158.74","USD","Debit","BR408","57829.44","Check bounced",NULL,"2023-02-07",NULL
"452981","Erica Perkins","10427462","2025-05-11","4042.95","GBP","Debit","BR279","78478.58","Check bounced",NULL,"2025-05-11",NULL
"371421","Johnny Collins","87766392","2023-12-11","16209.62","USD","Credit",NULL,"83324.89",NULL,NULL,"2023-12-11",NULL
"263073","Craig Harrison","38584079","2023-02-03","1174.77","INR","Debit","BR520","5841.75",NULL,NULL,"2023-02-03",NULL
"910403","Dennis Collins","14261841","2023-10-02","3383.16","USD","Transfer","BR700","2265.03",NULL,NULL,"2023-10-02",NULL
"412569","Robert Morgan","40847198","June 26, 2023","1666.51","EUR","Debit","BR862","75405.61","Check bounced",NULL,"2023-06-26",NULL
"637511","Charles Melton","47051799","2024-05-02","439.98","EUR","Transfer","BR950","59478.31","Check bounced",NULL,"2024-05-02",NULL
"201710","John Butler","57155200","November 30, 2022","1189.34","GBP","Debit","BR315","71748.91","Manual correction",NULL,"2022-11-30",NULL
"280108","William Patterson","41027222","July 04, 2023","2275.98","GBP","Credit","BR028","76190.33","Your individual term them.",NULL,"2023-07-04",NULL
"324589","Alan Dawson","86561341","2022-04-03","11645.80","EUR","Debit","BR929","33418.96",NULL,NULL,"2022-04-03",NULL
"311413","Jennifer Johnson","47014980","December 31, 2022","18230.37","GBP","Credit",NULL,"67955.64",NULL,NULL,"2022-12-31",NULL
"904921","Anthony Santos","47312642","September 09, 2025","2939.42","GBP","Debit","BR979","11372.40",NULL,NULL,"2025-09-09",NULL
"376331","Mark Haley","38485574","2021-08-02","15716.23","INR","Transfer","BR466","99149.22",NULL,NULL,"2021-08-02",NULL
"896646","Alexander James","86692890","October 21, 2022","11951.65","INVALID","Transfer","BR265","18464.24",NULL,NULL,"2022-10-21",NULL
"251568","Antonio Glover","70761446","July 13, 2024","19654.91","GBP","Transfer","BR721","16028.92","Check bounced",NULL,"2024-07-13",NULL
"946653","Ian Nelson","85833723","January 19, 2022","19718.06","GBP","Transfer","BR328","76802.33",NULL,NULL,"2022-01-19",NULL
"802136","Robert Gill","22886854","March 06, 2025","19801.89","INVALID","Transfer","BR907","55600.13","Check bounced",NULL,"2025-03-06",NULL
"737507","Shannon Roberts","61037004","23/07/2024","8357.97","INVALID","Debit","BR056","25930.54",NULL,NULL,"2024-07-23",NULL
"266870","Denise Robinson","22967089","August 09, 2022","15541.13","INVALID","Debit",NULL,"95260.52",NULL,NULL,"2022-08-09",NULL
"391558","Daniel Gray","45445814","2022-04-28","3947.95","GBP","Debit","BR874","53910.66",NULL,NULL,"2022-04-28",NULL
"101902","Eric Mosley","58856683","2022-07-06","11127.13","INVALID","Transfer","BR445","60019.12","Behind strong should hard use.",NULL,"2022-07-06",NULL
"465734","Gail Jefferson","48671519","28/10/2021","4443.74","INR","Credit","BR778","28789.49","System matter doctor game direction.",NULL,"2021-10-28",NULL
"142245","Jennifer Luna","43905195","16/09/2023","3756.60","GBP","Transfer","BR747","81670.76","Manual correction",NULL,"2023-09-16",NULL
"807925","Jeremy Garza","22540271","07/08/2025","6301.14","INVALID","Transfer","BR291","96248.23","Manual correction",NULL,"2025-08-07",NULL
"998730","Kayla Hayes","57557429","March 24, 2024","2800.68","USD","Transfer","BR318","76792.64","Manual correction",NULL,"2024-03-24",NULL
"391950","Ryan Ruiz","92110858","2026-01-09","11118.10","INVALID","Transfer","BR758","69633.01","Manual correction",NULL,"2026-01-09",NULL
"504027","Robert Thomas","90245587","15/04/2025","11819.84","INVALID","Debit","BR046","8035.76",NULL,NULL,"2025-04-15",NULL
"920611","Mary Nolan","63213615","23/07/2024","1390.51","INVALID","Credit","BR972","95865.65",NULL,NULL,"2024-07-23",NULL
"830959","Jeff Hull","53622579","2025-04-06","10932.88","INVALID","Debit","BR882","11824.45","Manual correction",NULL,"2025-04-06",NULL
"832362","Nicholas Dean","47845019","2025-11-20","12537.27","EUR","Transfer","BR718","24587.37",NULL,NULL,"2025-11-20",NULL
"344448","Pamela White","97311120","May 13, 2022","4986.86","INVALID","Debit","BR087","53004.31",NULL,NULL,"2022-05-13",NULL
"503098","Katherine Cooper","50569806","June 28, 2025","16465.20","GBP","Transfer","BR110","17047.14",NULL,NULL,"2025-06-28",NULL
"177517","Sabrina Rocha","66664717","10/12/2024","14992.01","INVALID","Credit","BR681","46360.67",NULL,NULL,"2024-12-10",NULL
"879918","Brenda Kelly","40154041","31/08/2024","19410.85","GBP","Transfer","BR637","42369.43",NULL,NULL,"2024-08-31",NULL
"650859","Crystal James","61199622","2023-01-14","3678.34","USD","Transfer","BR199","4573.14",NULL,NULL,"2023-01-14",NULL
"380736","Christina Lopez","95818372","September 02, 2025","5606.33","INVALID","Debit","BR748","28132.88","Partner never research father should.",NULL,"2025-09-02",NULL
"169818","Thomas Rubio","27108445","2025-05-25","3457.99","INR","Debit","BR836","80000.29","Manual correction",NULL,"2025-05-25",NULL
"834212","Michael Hines","48826526","20/02/2024","15739.07","INVALID","Credit","BR395","54629.91","Age world themselves take now.",NULL,"2024-02-20",NULL
"124603","Ryan Wright","38591626","2021-08-21","8072.43","INVALID","Debit",NULL,"42325.10","Manual correction",NULL,"2021-08-21",NULL
"927808","Jclyn Ferguson","64432556","15/03/2026","1566.86","INVALID","Credit","BR264","62708.10","Baby reality price member four have Republican.",NULL,"2026-03-15",NULL
"861036","Jessica Crane","71067853","17/09/2021","18414.44","INVALID","Debit","BR203","92571.91","Quite probably these low direction inside.",NULL,"2021-09-17",NULL
"115953","Anna Gutierrez","25021700","March 14, 2026","5950.99","USD","Debit","BR091","52817.01","End cover run according enter.",NULL,"2026-03-14",NULL
"589100","Joseph Miller","25314496","15/09/2023","679.33","GBP","Debit","BR087","12508.18","Member what exist positive.",NULL,"2023-09-15",NULL
"908848","Erica Oconnell","40688151","2023-11-16","1660.38","USD","Transfer","BR507","46090.63","Check bounced",NULL,"2023-11-16",NULL
"526532","Nicole Stevens","53811459","2024-11-27","7296.08","EUR","Debit","BR300","43258.76",NULL,NULL,"2024-11-27",NULL
"228238","Chelsea Barnes","21861013","2024-08-26","180.95","USD","Credit","BR293","42645.37","Author then most kind.",NULL,"2024-08-26",NULL
"714654","Tanya Mayo","54200515","30/06/2023","743.44","EUR","Debit","BR268","76093.57","Check bounced",NULL,"2023-06-30",NULL
"535965","Jesse Nelson","28053829","2026-01-30","3907.41","INR","Credit","BR923","23809.22","Check bounced",NULL,"2026-01-30",NULL
"452955","Dr. Michael Wilkinson","53741129","May 16, 2024","974.84","GBP","Credit","BR619","69021.57","Western none guess peace.",NULL,"2024-05-16",NULL
"921240","Anthony Lee","45188268","January 15, 2022","6990.25","INVALID","Transfer","BR101","71824.61","Manual correction",NULL,"2022-01-15",NULL
"401517","Robert Pittman","16201888","12/06/2022","1674.92","EUR","Transfer",NULL,"82020.46",NULL,NULL,"2022-06-12",NULL
"712653","Sean Thompson Ii","46837664","19/08/2025","17087.82","INR","Transfer",NULL,"36075.98",NULL,NULL,"2025-08-19",NULL
"837900","Joshua Adams","94989743","2023-02-05","5999.16","INR","Debit",NULL,"94332.27",NULL,NULL,"2023-02-05",NULL
"632229","Lauren Wells","63177115","2022-11-03","14586.19","INVALID","Debit","BR857","65819.54",NULL,NULL,"2022-11-03",NULL
"317753","Nicole Patterson","61754004","30/11/2025","12941.17","INVALID","Transfer","BR001","31303.18",NULL,NULL,"2025-11-30",NULL
"284595","Pamela Lambert","93329877","2022-01-12","3100.51","INVALID","Debit","BR458","65106.50",NULL,NULL,"2022-01-12",NULL
"886118","Jamie Williams","12925343","2021-11-25","14354.29","EUR","Debit","BR905","6904.64",NULL,NULL,"2021-11-25",NULL
"975906","William Gordon","82912931","24/07/2022","9128.38","INR","Transfer","BR143","62197.11",NULL,NULL,"2022-07-24",NULL
"250207","Brittany Gordon","94007801","March 31, 2025","10778.55","INVALID","Transfer","BR807","63212.18",NULL,NULL,"2025-03-31",NULL
"931959","Justin Rodriguez","38125459","2023-04-19","4897.97","USD","Transfer","BR860","47149.03",NULL,NULL,"2023-04-19",NULL
"178889","Larry White","87538828","31/10/2024","4539.92","INVALID","Debit","BR203","88766.46","Success beautiful us heart hand land southern.",NULL,"2024-10-31",NULL
"730911","Elijah Smith","90179162","2025-10-06","19106.73","USD","Credit","BR779","96803.13","Manual correction",NULL,"2025-10-06",NULL
"398329","Barbara Lane","98042694","November 29, 2021","4570.46","GBP","Debit","BR879","55396.43",NULL,NULL,"2021-11-29",NULL
"435802","Shelby Phillips","34317205","2026-02-18","9079.34","GBP","Transfer","BR591","6801.89","Check bounced",NULL,"2026-02-18",NULL
"812533","Sarah Johnson","68590129","2022-02-22","2689.18","GBP","Credit","BR738","77118.91","Check bounced",NULL,"2022-02-22",NULL
"883758","Christine Ponce","96373512","09/08/2024","5586.18","USD","Debit","BR769","83912.70","Buy son court.",NULL,"2024-08-09",NULL
"476524","Micheal Davis","66752111","March 14, 2022","14451.93","INVALID","Credit",NULL,"48068.22","Manual correction",NULL,"2022-03-14",NULL
"343054","Mercedes Little Md","66704343","27/05/2022","13344.62","EUR","Debit",NULL,"28506.30","Manual correction",NULL,"2022-05-27",NULL
"873724","Kent Mendoza","78265701","2023-01-17","18503.15","INR","Credit","BR366","90263.45","Check bounced",NULL,"2023-01-17",NULL
"220753","Thomas Garcia","84617260","17/11/2021","19042.67","USD","Transfer","BR714","13030.04","Check bounced",NULL,"2021-11-17",NULL
"766527","Crystal Mills","50384544","28/10/2023","16105.35","INVALID","Credit","BR511","20920.83",NULL,NULL,"2023-10-28",NULL
"796601","Robert Stewart","74187289","2021-08-15","262.63","INVALID","Credit","BR699","99307.76","Manual correction",NULL,"2021-08-15",NULL
"455560","Kerry Wright","22047160","July 05, 2021","11464.95","INVALID","Transfer","BR664","55390.98",NULL,NULL,"2021-07-05",NULL
"665326","Breanna King","68261666","28/10/2023","550.97","USD","Debit","BR636","53140.46","Manual correction",NULL,"2023-10-28",NULL
"193646","Mr. Robert Bass","99310545","08/03/2023","10308.02","EUR","Debit","BR919","45791.90","Check bounced",NULL,"2023-03-08",NULL
"451276","Lance Wallace","75992161","February 04, 2024","6099.50","GBP","Credit",NULL,"81052.23","Manual correction",NULL,"2024-02-04",NULL
"308875","Kelsey Smith","88902903","2025-11-01","15992.61","INVALID","Debit","BR967","66957.50","Manual correction",NULL,"2025-11-01",NULL
"264510","Stacey Jensen","99595890","12/09/2023","19010.83","GBP","Transfer","BR513","98739.31",NULL,NULL,"2023-09-12",NULL
"242275","Melissa Lyons","77672772","14/10/2022","19231.92","GBP","Credit","BR958","81844.92",NULL,NULL,"2022-10-14",NULL
"800886","Richard Berg","43681237","2025-12-03","11013.61","USD","Transfer","BR269","62802.95",NULL,NULL,"2025-12-03",NULL
"920624","Christopher Duran","23892742","14/01/2023","4042.99","INR","Debit","BR481","82601.98",NULL,NULL,"2023-01-14",NULL
"332933","Lisa Lyons","84095928","May 03, 2025","1242.48","INR","Debit","BR474","83648.78",NULL,NULL,"2025-05-03",NULL
"901637","Sherri Harmon","45535137","23/12/2023","9825.01","USD","Debit","BR359","59563.60",NULL,NULL,"2023-12-23",NULL
"469107","Rebecca Martinez","97305477","February 23, 2024","2668.93","EUR","Credit","BR760","38935.32",NULL,NULL,"2024-02-23",NULL
"451455","James Kidd","10105019","June 13, 2025","10402.57","INR","Transfer","BR168","69084.59",NULL,NULL,"2025-06-13",NULL
"432929","Jennifer Vincent","95635937","December 24, 2024",NULL,"EUR","Credit","BR489","37706.84",NULL," Missing Critical Field","2024-12-24",NULL
"951522","Christine Williams","38403959","14/09/2025","3944.25","INVALID","Transfer","BR500","73620.92",NULL,NULL,"2025-09-14",NULL
"268938","Brian Solis","91951242","11/04/2024","3782.38","INVALID","Transfer","BR240","41811.41","Manual correction",NULL,"2024-04-11",NULL
"517733","Barbara Dunn","79634288","2022-07-13","14560.88","GBP","Credit","BR675","73271.19",NULL,NULL,"2022-07-13",NULL
"703214","Allison Salinas","11189020","24/12/2023","18065.73","INVALID","Transfer","BR000","52653.66",NULL,NULL,"2023-12-24",NULL
"506087","Maria Brooks","72068202","September 14, 2025","18653.49","INR","Credit","BR295","98206.95",NULL,NULL,"2025-09-14",NULL
"568539","Michelle Guerrero","56783703","15/09/2022","9854.02","EUR","Transfer","BR598","73779.78",NULL,NULL,"2022-09-15",NULL
"307722","Jerry Cook","98407817","2024-11-17","17127.97","INVALID","Transfer","BR896","5384.90","Manual correction",NULL,"2024-11-17",NULL
"917536","Carrie Johnson","34258185","15/10/2025","15796.81","EUR","Debit","BR567","73511.43","Manual correction",NULL,"2025-10-15",NULL
"755815","William Duran","10490069","February 27, 2025",NULL,"GBP","Transfer","BR737","17999.55","Manual correction"," Missing Critical Field","2025-02-27",NULL
"714760","Christopher Baldwin","10045892","2021-08-18","15973.77","INVALID","Transfer","BR485","68952.05","Represent benefit alone accept.",NULL,"2021-08-18",NULL
"390689","Crystal Henderson","12199674","2025-04-12","11899.86","GBP","Transfer","BR376","74028.26","Check bounced",NULL,"2025-04-12",NULL
"914576","Billy Shannon","36058449","September 01, 2025","1965.95","EUR","Transfer","BR760","57204.92",NULL,NULL,"2025-09-01",NULL
"291553","Erika Stewart","98187920","2022-07-20","12015.91","INR","Credit","BR447","95950.22","Manual correction",NULL,"2022-07-20",NULL
"957407","Kathy Finley","73781276","August 10, 2024","16057.47","INR","Transfer","BR141","78193.03",NULL,NULL,"2024-08-10",NULL
"892314","Robert Coleman","60578227","October 25, 2021","7051.18","INVALID","Debit","BR998","59830.04",NULL,NULL,"2021-10-25",NULL
"552316","Brent Hamilton","83303053","April 17, 2021","10973.64","INVALID","Transfer","BR066","60660.85",NULL,NULL,"2021-04-17",NULL
"694935","Dr. David Johnson","19120672","July 25, 2022","3834.15","INVALID","Debit","BR313","83537.80",NULL,NULL,"2022-07-25",NULL
"835979","Amy Nielsen","27890286","2023-03-29","2080.34","INVALID","Transfer","BR911","34949.30",NULL,NULL,"2023-03-29",NULL
"459281","Leslie Bailey","62994714","2024-07-07","1929.60","USD","Credit","BR819","35179.11",NULL,NULL,"2024-07-07",NULL
"413983","Mckenzie Elliott","41311320","March 17, 2026","12128.90","EUR","Credit","BR910","53239.65",NULL,NULL,"2026-03-17",NULL
"721543","Katherine Giles","34417576","August 01, 2023",NULL,"EUR","Transfer","BR471","33802.78",NULL," Missing Critical Field","2023-08-01",NULL
"452905","Molly White","99150685","2024-06-09","18143.41","INVALID","Transfer","BR100","69385.48",NULL,NULL,"2024-06-09",NULL
"997130","Richard Smith","17396486","October 19, 2025","18546.40","EUR","Debit","BR182","23021.99",NULL,NULL,"2025-10-19",NULL
"730800","Juan Clarke","28880577","July 06, 2024","11845.78","INVALID","Credit","BR243","81985.29",NULL,NULL,"2024-07-06",NULL
"689550","Stephen Williams","39742071","29/11/2025","16372.42","INVALID","Debit","BR459","12081.49","Check bounced",NULL,"2025-11-29",NULL
"357359","Elizabeth Palmer","82796084","27/05/2023","6923.14","EUR","Credit",NULL,"71476.18","Manual correction",NULL,"2023-05-27",NULL
"363499","Corey Brown","30828956","December 29, 2022","7714.47","EUR","Debit","BR677","92837.98",NULL,NULL,"2022-12-29",NULL
"143521","Christopher Anderson","54980703","18/02/2024","4065.78","GBP","Credit","BR475","37063.95","Check bounced",NULL,"2024-02-18",NULL
"373641","Jimmy Solis","85798579","December 26, 2024","2644.40","INVALID","Debit","BR907","70758.83",NULL,NULL,"2024-12-26",NULL
"610814","Emily Snow","36019948","18/11/2022","4637.52","INVALID","Debit","BR431","74240.65","Check bounced",NULL,"2022-11-18",NULL
"911471","Heather Silva","90125368","15/11/2022","10973.79","INVALID","Debit","BR759","78745.49","Manual correction",NULL,"2022-11-15",NULL
"771714","Sarah Andrews","93296408","25/04/2021","3138.47","EUR","Credit","BR279","70172.28","Manual correction",NULL,"2021-04-25",NULL
"427662","Robin Armstrong","55051477","2021-09-26","8150.12","INVALID","Transfer","BR336","43538.44","Explain student land sell need.",NULL,"2021-09-26",NULL
"366109","Donald Davis","55645508","May 04, 2024","1934.35","USD","Credit","BR981","48486.52","Manual correction",NULL,"2024-05-04",NULL
"331920","Stephen Hubbard","15015035","2022-07-20","5223.71","INVALID","Debit","BR163","13552.37","Manual correction",NULL,"2022-07-20",NULL
"636703","Megan Hines","83964185","March 03, 2023","4398.06","INR","Transfer","BR191","81959.82","Rule star investment toward threat change open approach.",NULL,"2023-03-03",NULL
"669950","Michael Brown","66482445","November 06, 2025","102.70","INR","Transfer","BR923","64588.18",NULL,NULL,"2025-11-06",NULL
"488740","Adriana Mason","84351498","21/11/2022","4809.31","INR","Debit","BR478","97203.89",NULL,NULL,"2022-11-21",NULL
"538703","Evan Myers","64337253","May 28, 2024","17639.83","INR","Debit","BR021","68842.87",NULL,NULL,"2024-05-28",NULL
"312265","Erin Nelson","91323774","2022-06-04","8969.96","INVALID","Transfer","BR475","89494.54",NULL,NULL,"2022-06-04",NULL
"447126","Ashley Lamb","69867511","July 03, 2022",NULL,"USD","Credit","BR169","99884.03",NULL," Missing Critical Field","2022-07-03",NULL
"148494","Samantha Guerrero","10381616","May 11, 2024","12881.81","GBP","Transfer","BR887","14081.90",NULL,NULL,"2024-05-11",NULL
"732229","Lauren Fuentes","39140661","24/01/2026","3344.87","GBP","Transfer","BR122","49528.52",NULL,NULL,"2026-01-24",NULL
"904636","Frederick Brown","80533004","03/08/2025","17243.28","INVALID","Transfer",NULL,"51123.94","Check bounced",NULL,"2025-08-03",NULL
"891106","Julia Hall","11156916","October 04, 2021","5694.90","INVALID","Debit","BR332","64218.86",NULL,NULL,"2021-10-04",NULL
"920960","Jared Pope","14143700","February 13, 2022","1383.63","GBP","Credit","BR853","8294.74","Check bounced",NULL,"2022-02-13",NULL
"123641","Victoria Taylor","37437400","2026-03-09","7689.49","EUR","Debit","BR502","54913.34","Manual correction",NULL,"2026-03-09",NULL
"224025","Terry Jensen Dvm","16768302","27/10/2024","6035.41","INVALID","Transfer",NULL,"15082.04","Alone poor quickly right contain.",NULL,"2024-10-27",NULL
"441693","Mary Hart","99144125","September 02, 2023","3435.32","INVALID","Transfer",NULL,"9312.16","Manual correction",NULL,"2023-09-02",NULL
"628672","Andre Juarez","74547751","January 16, 2023","12993.82","EUR","Transfer","BR186","72954.22",NULL,NULL,"2023-01-16",NULL
"753688","Christopher Thomas","64141923","23/04/2021","14538.60","GBP","Credit","BR733","66281.66","Check bounced",NULL,"2021-04-23",NULL
"615824","Tammie Harris","47502474","2022-12-14","11209.83","INVALID","Credit","BR671","28996.66","Check bounced",NULL,"2022-12-14",NULL
"195826","Larry Young","14052365","May 17, 2025","17793.13","USD","Credit",NULL,"38397.64","Check bounced",NULL,"2025-05-17",NULL
"171487","Catherine White","38957008","March 09, 2024","3853.00","EUR","Debit","BR459","11064.12",NULL,NULL,"2024-03-09",NULL
"986609","Bryan Johnson","11025607","2022-11-08","3571.95","GBP","Transfer","BR827","58083.04","Manual correction",NULL,"2022-11-08",NULL
"292536","Cheryl Snford","36748193","November 15, 2023","4815.54","INVALID","Transfer","BR766","15766.89","Forget model wall number some knowledge.",NULL,"2023-11-15",NULL
"770464","Andrea Rice","15408384","2025-08-27","1644.17","INVALID","Credit","BR777","38567.52","Great world shake live ahead.",NULL,"2025-08-27",NULL
"578106","Angela Daniel","96327172","2022-11-20","15597.33","GBP","Credit","BR861","55517.20","School financial any figure clear both.",NULL,"2022-11-20",NULL
"588897","Michael Lopez","90584597","July 04, 2023","17806.38","INR","Credit","BR186","82459.44","Answer sound our actually pay still.",NULL,"2023-07-04",NULL
"133561","Megan Mills","65067271","May 01, 2021","13427.23","INVALID","Credit",NULL,"27242.41","Check bounced",NULL,"2021-05-01",NULL
"703143","Amy Cook","90908922","September 12, 2022","3494.05","EUR","Credit","BR926","94133.16",NULL,NULL,"2022-09-12",NULL
"521333","Stephanie Bright","78577008","07/11/2021","17697.55","EUR","Transfer","BR917","60836.53","Check bounced",NULL,"2021-11-07",NULL
"944190","Juan Waters","67953359","19/12/2022","522.75","GBP","Credit","BR874","27084.51",NULL,NULL,"2022-12-19",NULL
"896629","David Mckay","78213322","June 07, 2021","19957.00","INVALID","Transfer","BR933","10809.64",NULL,NULL,"2021-06-07",NULL
